idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
31,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Databricks, MySQL",Amazon Web Services (AWS),Outra Opção
26,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Química / Física,Menos de 1 ano,Python,SQLite,Google Cloud (GCP),Cientista de Dados/Data Scientist
32,Masculino,Preta,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"Google BigQuery, Hive, Presto, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
25,Feminino,Branca,Sim,TRUE,Santa Catarina (SC),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,Python,Não utilizo,Azure (Microsoft),Outra Opção
25,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
26,Feminino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"PostgreSQL, Google BigQuery",Google Cloud (GCP),Cientista de Dados/Data Scientist
30,Masculino,Parda,Não,TRUE,Alagoas (AL),Doutorado ou Phd,Química / Física,de 1 a 2 anos,Python,"Google BigQuery, PostgreSQL",Azure (Microsoft),Cientista de Dados/Data Scientist
25,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,"Databricks, Amazon Aurora ou RDS, DynamoDB, S3, PostgreSQL, Snowflake",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
24,Feminino,Amarela,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,Google BigQuery,Google Cloud (GCP),Analista de BI/BI Analyst
30,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,,,,
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"MySQL, SQL SERVER, Oracle",Outra Cloud,Analista de BI/BI Analyst
50,Masculino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,"Oracle, MongoDB, Microsoft Access, SQL SERVER",Azure (Microsoft),Analista de Negócios/Business Analyst
25,Masculino,Parda,Não,TRUE,São Paulo (SP),Não tenho graduação formal,,,,,,
36,Feminino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,,,
22,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Analista de Dados/Data Analyst
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,"Microsoft Access, SQL SERVER",Azure (Microsoft),Analista de BI/BI Analyst
22,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Scala,"Databricks, SQLite, Snowflake, PostgreSQL, DynamoDB, Amazon Aurora ou RDS, Amazon Athena, S3",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
29,Masculino,Outra,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,,,,,
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,Python,Sharepoint,Não sei opinar,Analista de Dados/Data Analyst
30,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 4 a 6 anos,,,,
31,Masculino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,Oracle,Não sei opinar,Outra Opção
40,Masculino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
27,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Google BigQuery, PostgreSQL",Google Cloud (GCP),Analista de Dados/Data Analyst
30,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,Não tenho experiência na área de dados,R,Nenhuma,Azure (Microsoft),Outras Engenharias (não inclui dev)
51,Masculino,Parda,Não,TRUE,Bahia (BA),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,,,,
37,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Google BigQuery, MySQL",Amazon Web Services (AWS),Analista de Dados/Data Analyst
44,Masculino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,,,,
42,Feminino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
26,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SQL SERVER, S3, Google BigQuery, Amazon Athena, Presto, Hive, Databricks, MongoDB",Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
51,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,,,,,
32,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Mestrado,Outras Engenharias,de 1 a 2 anos,,,,
39,Masculino,Parda,Não,TRUE,Ceará (CE),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,,,,
35,Masculino,Branca,Não,TRUE,Paraíba (PB),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,Oracle,Amazon Web Services (AWS),Analista de Suporte/Analista Técnico
23,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Oracle,Amazon Web Services (AWS),Analista de Dados/Data Analyst
20,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SQL SERVER, DB2, Databricks, MySQL, S3, DynamoDB, MongoDB, Hive, HBase, Amazon Aurora ou RDS, MariaDB, Oracle, PostgreSQL",Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
30,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"MongoDB, S3, Amazon Athena, Amazon Aurora ou RDS, PostgreSQL, Google BigQuery, Redis",Google Cloud (GCP),Engenheiro de Machine Learning/ML Engineer
31,Masculino,Indígena,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,Google BigQuery,Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
29,Feminino,Branca,Não,TRUE,Rio Grande do Sul (RS),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
18,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SQL SERVER, Oracle, MySQL",Amazon Web Services (AWS),DBA/Administrador de Banco de Dados
28,Feminino,Parda,Não,TRUE,Paraná (PR),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,R,"Google BigQuery, SAP HANA",Google Cloud (GCP),Analista de Dados/Data Analyst
39,Masculino,Branca,Não,TRUE,Bahia (BA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,SQL SERVER,Azure (Microsoft),Analista de Suporte/Analista Técnico
26,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"Splunk, SQL SERVER",Google Cloud (GCP),Analista de BI/BI Analyst
,Masculino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
26,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Amazon Athena, Databricks, S3, Amazon Redshift, PostgreSQL, Hive, Presto, SQL SERVER, DynamoDB",Amazon Web Services (AWS),Analytics Engineer
23,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Oracle, PostgreSQL, S3, Cassandra, Amazon Aurora ou RDS",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
30,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,,,,
30,Masculino,Parda,Não,TRUE,Piauí (PI),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"Google BigQuery, PostgreSQL, Microsoft Access, Google Cloud Storage",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Oracle, MongoDB, Firebird, SQL SERVER, MariaDB, Databricks, MySQL, PostgreSQL, SAP HANA, DB2",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
42,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,SQL SERVER,Azure (Microsoft),Outra Opção
28,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, SQL SERVER, Oracle",Não sei opinar,Analista de BI/BI Analyst
37,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"SQL SERVER, DB2, Hive, Firebird",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
23,Feminino,Amarela,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Firebase, Google BigQuery",Google Cloud (GCP),Analista de BI/BI Analyst
25,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Ciências Sociais,Menos de 1 ano,Python,PostgreSQL,Azure (Microsoft),Analista de BI/BI Analyst
41,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Mestrado,Outras Engenharias,de 3 a 4 anos,Python,"Oracle, SQL SERVER",Azure (Microsoft),Cientista de Dados/Data Scientist
52,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Não tenho graduação formal,,Mais de 10 anos,C/C++/C#,"MySQL, SQLite, Firebird",Google Cloud (GCP),Analista de Suporte/Analista Técnico
23,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Julia,"Microsoft Access, Google BigQuery",Amazon Web Services (AWS),Outras Engenharias (não inclui dev)
39,Feminino,Branca,Não,TRUE,Distrito Federal (DF),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,R,SQL SERVER,Não sei opinar,Economista
25,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 1 a 2 anos,Python,"Google BigQuery, Google Cloud Storage",Não sei opinar,Cientista de Dados/Data Scientist
32,Feminino,Parda,Não,TRUE,Pernambuco (PE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,,,,
23,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outras Engenharias,Menos de 1 ano,Python,"SQL SERVER, Google BigQuery",Google Cloud (GCP),Analista de Dados/Data Analyst
26,Feminino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,Google BigQuery,Google Cloud (GCP),Analista de BI/BI Analyst
39,Masculino,Preta,Não,TRUE,Ceará (CE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Outra Opção
27,Masculino,Parda,Não,TRUE,Amazonas (AM),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,S3,Google Cloud (GCP),Engenheiro de Machine Learning/ML Engineer
31,Feminino,Branca,Não,TRUE,São Paulo (SP),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Amazon Athena, S3, PostgreSQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
36,Masculino,Parda,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,Excel,Amazon Web Services (AWS),Analista de Suporte/Analista Técnico
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,Nda,Não sei opinar,Economista
29,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Outras Engenharias,de 1 a 2 anos,Python,"Databricks, S3, Amazon Athena",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
21,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
33,Masculino,Preta,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
30,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Outras Engenharias,Menos de 1 ano,Python,"MySQL, Microsoft Access, SQL SERVER",Azure (Microsoft),Outras Engenharias (não inclui dev)
40,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Amazon Aurora ou RDS, S3, MySQL, Neo4J",Amazon Web Services (AWS),Analista de Dados/Data Analyst
33,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
21,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
33,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,,,,
37,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"SQL SERVER, Presto",Google Cloud (GCP),Analista de Dados/Data Analyst
23,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,"SQLite, Oracle, MySQL",Amazon Web Services (AWS),Analista de Negócios/Business Analyst
44,Masculino,Prefiro não informar,Não,TRUE,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,"MySQL, MariaDB, PostgreSQL",Não sei opinar,Analista de Suporte/Analista Técnico
45,Masculino,Parda,Não,TRUE,Santa Catarina (SC),Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,R,"PostgreSQL, Google BigQuery",Não sei opinar,Estatístico
34,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Oracle,Google Cloud (GCP),Analista de Dados/Data Analyst
29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,,,,,
28,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,Nenhum,Amazon Web Services (AWS),Outra Opção
31,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 7 a 10 anos,SQL,"S3, Databricks",Amazon Web Services (AWS),Analista de Dados/Data Analyst
29,Feminino,Branca,Sim,TRUE,Alagoas (AL),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,Hive,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
29,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,de 3 a 4 anos,,,,
37,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Mais de 10 anos,,,,
37,Masculino,Preta,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
24,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,MySQL,Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,de 7 a 10 anos,,,,
21,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,Python,"Amazon Aurora ou RDS, SQL SERVER, Amazon Athena, MySQL, S3",Amazon Web Services (AWS),Analista de Dados/Data Analyst
31,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,Python,"S3, Google BigQuery, Databricks, PostgreSQL, MySQL",Amazon Web Services (AWS),Analista de Dados/Data Analyst
25,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"MySQL, Google BigQuery",Não sei opinar,Cientista de Dados/Data Scientist
29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,SQL,Google BigQuery,Google Cloud (GCP),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
43,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,SQL SERVER,Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
52,Masculino,Parda,Não,TRUE,Bahia (BA),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
28,Masculino,Branca,Não,TRUE,Mato Grosso (MT),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,,,,
37,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outra opção,de 1 a 2 anos,,,,
37,Feminino,Branca,Não,TRUE,Rio Grande do Sul (RS),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,Nao atuo na area de tech na empresa ainda,Google Cloud (GCP),Outra Opção
