idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
33,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,,,,
27,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Amazon Redshift, S3",Não sei opinar,Analytics Engineer
48,Masculino,Amarela,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"PostgreSQL, MySQL, MongoDB, SQL SERVER, Oracle",Não sei opinar,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
26,Feminino,Preta,Não,TRUE,São Paulo (SP),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
19,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,,,
41,Feminino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"DB2, MySQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
23,Masculino,Parda,Não,TRUE,Rio Grande do Norte (RN),Estudante de Graduação,Outras Engenharias,Menos de 1 ano,R,PostgreSQL,Azure (Microsoft),Analista de BI/BI Analyst
40,Masculino,Parda,Não,TRUE,Santa Catarina (SC),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"Cassandra, Presto, Amazon Aurora ou RDS, S3",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
30,Masculino,Branca,Não,TRUE,Rio Grande do Norte (RN),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"Oracle, Teradata",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Amazon Athena, Presto, Amazon Aurora ou RDS, PostgreSQL, DynamoDB, S3",Não sei opinar,Analista de Dados/Data Analyst
26,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"MySQL, SQL SERVER, DynamoDB, Amazon Athena, S3",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"PostgreSQL, Amazon Athena, Hive, Presto, S3, MySQL, Databricks, DynamoDB, SQL SERVER",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Masculino,Parda,Não,TRUE,Paraíba (PB),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,"Oracle, MySQL",Outra Cloud,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,Python,"S3, MySQL, SQL SERVER, Oracle, Amazon Redshift, Splunk, Vertica",Amazon Web Services (AWS),Estatístico
44,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
38,Masculino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Menos de 1 ano,Python,"MySQL, Google Firestore, SQL SERVER, SQLite, MongoDB",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
41,Feminino,Branca,Não,TRUE,Santa Catarina (SC),Mestrado,Outra opção,Menos de 1 ano,Python,"Cassandra, Databricks",Azure (Microsoft),Analista de Dados/Data Analyst
30,Masculino,Parda,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,Google BigQuery,Não sei opinar,Analista de Dados/Data Analyst
33,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"MySQL, Google BigQuery",Google Cloud (GCP),Analista de Dados/Data Analyst
32,Feminino,Branca,Não,TRUE,Pernambuco (PE),Doutorado ou Phd,Química / Física,Menos de 1 ano,R,"DynamoDB, S3, Snowflake",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
25,Masculino,Parda,Não,TRUE,Ceará (CE),Graduação/Bacharelado,Outras Engenharias,,,,,
37,Feminino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outra opção,Menos de 1 ano,Python,Não usamos,Amazon Web Services (AWS),Analista de Dados/Data Analyst
36,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Menos de 1 ano,,,,
28,Feminino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Hive, Oracle, MySQL, DB2",Amazon Web Services (AWS),Engenheiro de Machine Learning/ML Engineer
25,Masculino,Branca,Não,TRUE,Pernambuco (PE),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,,,,,
36,Masculino,Parda,Não,TRUE,Distrito Federal (DF),Pós-graduação,Química / Física,Menos de 1 ano,Python,"PostgreSQL, SQL SERVER, Snowflake",Google Cloud (GCP),Cientista de Dados/Data Scientist
32,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
40,Masculino,Parda,Não,TRUE,Pernambuco (PE),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Não tenho graduação formal,,de 1 a 2 anos,Python,SQL SERVER,Não sei opinar,Analista de Dados/Data Analyst
33,Masculino,Parda,Sim,TRUE,Rio de Janeiro (RJ),Pós-graduação,Outras Engenharias,Menos de 1 ano,Python,SQL SERVER,Azure (Microsoft),Cientista de Dados/Data Scientist
40,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SQL SERVER, Hive",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
40,Feminino,Branca,Não,TRUE,São Paulo (SP),Não tenho graduação formal,,,,,,
42,Feminino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"Oracle, SQL SERVER",Não sei opinar,Analista de BI/BI Analyst
34,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,Python,"Elaticsearch, Redis, PostgreSQL, MongoDB, MySQL, Firebase, Google BigQuery, SQLite",Google Cloud (GCP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
35,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
36,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Mestrado,Outras Engenharias,Mais de 10 anos,R,"Oracle, SQLite",Azure (Microsoft),Analista de BI/BI Analyst
23,Masculino,Branca,Não,TRUE,Paraná (PR),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"PostgreSQL, MySQL",Não sei opinar,Analista de BI/BI Analyst
25,Masculino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Neo4J, S3, MongoDB, Google BigQuery",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
36,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,"S3, Amazon Aurora ou RDS, Amazon Redshift",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,"Google BigQuery, MongoDB, Oracle, S3",Não sei opinar,Analytics Engineer
31,Masculino,Preta,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Menos de 1 ano,Python,SQL SERVER,Amazon Web Services (AWS),Analista de Dados/Data Analyst
29,Masculino,Parda,Não,TRUE,Espírito Santo (ES),Pós-graduação,Outras Engenharias,de 1 a 2 anos,,,,
33,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 3 a 4 anos,Python,"S3, MySQL, PostgreSQL, Oracle",Não sei opinar,Cientista de Dados/Data Scientist
29,Masculino,Preta,Não,TRUE,Minas Gerais (MG),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,Python,"Microsoft Access, Snowflake, Amazon Aurora ou RDS, Firebase, Oracle, PostgreSQL, MySQL, Amazon Athena, Databricks, S3, SQL SERVER",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
37,Masculino,Branca,Sim,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"Databricks, Sybase, PostgreSQL, Hive, Oracle, SQL SERVER",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
37,Feminino,Parda,Não,TRUE,Espírito Santo (ES),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,Python,SAP HANA,Não sei opinar,Outra Opção
29,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 3 a 4 anos,Python,"SQL SERVER, PostgreSQL, MySQL",Amazon Web Services (AWS),Analista de BI/BI Analyst
18,Masculino,Parda,Não,TRUE,Espírito Santo (ES),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
43,Masculino,Amarela,Não,TRUE,São Paulo (SP),Mestrado,Outras Engenharias,de 7 a 10 anos,,,,
23,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Google BigQuery,Não sei opinar,Analista de Dados/Data Analyst
42,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,,,,,
35,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"S3, Hive, MongoDB, Firebase, Neo4J, SQL SERVER, Elaticsearch, Presto, Google BigQuery, Amazon Aurora ou RDS, PostgreSQL",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Feminino,Preta,Não,TRUE,Rio Grande do Norte (RN),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"Amazon Athena, Google BigQuery",Amazon Web Services (AWS),Analista de BI/BI Analyst
27,Feminino,Branca,Não,TRUE,Rio Grande do Sul (RS),Mestrado,Outras Engenharias,de 1 a 2 anos,Python,Dados públicos externos,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
24,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outra opção,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Analista de Negócios/Business Analyst
42,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,de 7 a 10 anos,,,,
32,Feminino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,Python,"MySQL, MongoDB, Hive, S3, Amazon Athena, Databricks, PostgreSQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
30,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,Python,"Google BigQuery, Databricks, SQL SERVER",Azure (Microsoft),Analista de Dados/Data Analyst
31,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,de 3 a 4 anos,Python,"S3, SQL SERVER, MongoDB, Amazon Redshift, Amazon Athena",Amazon Web Services (AWS),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
36,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
29,Masculino,Parda,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
45,Feminino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Mais de 10 anos,,,,
27,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Amazon Aurora ou RDS, Redis, PostgreSQL, S3, Amazon Athena, Google BigQuery, MySQL",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"Amazon Aurora ou RDS, PostgreSQL",Amazon Web Services (AWS),Analista de Negócios/Business Analyst
33,Masculino,Branca,Não,TRUE,Ceará (CE),Pós-graduação,Outras Engenharias,de 4 a 6 anos,,,,
46,Feminino,Parda,Não,TRUE,Bahia (BA),Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,R,Microsoft Access,Google Cloud (GCP),Professor
37,Feminino,Branca,Não,TRUE,Santa Catarina (SC),Doutorado ou Phd,Outra opção,de 4 a 6 anos,Softwares estatísticos como spss,Não sei,Google Cloud (GCP),Cientista de Dados/Data Scientist
32,Masculino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Menos de 1 ano,Python,MySQL,Amazon Web Services (AWS),Outra Opção
39,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias,,,,,
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"Google BigQuery, SQL SERVER",Não sei opinar,Analista de BI/BI Analyst
24,Masculino,Parda,Não,TRUE,Pará (PA),Não tenho graduação formal,,Menos de 1 ano,Python,Google Firestore,Google Cloud (GCP),Outra Opção
30,Masculino,Prefiro não informar,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Amazon Athena,Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
31,Masculino,Parda,Não,TRUE,Espírito Santo (ES),Mestrado,Química / Física,Não tenho experiência na área de dados,Julia,Excel,Azure (Microsoft),Outra Opção
30,Masculino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,de 3 a 4 anos,Python,"MySQL, SQL SERVER",Amazon Web Services (AWS),Analista de BI/BI Analyst
32,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,R,SQL SERVER,Azure (Microsoft),Analista de Dados/Data Analyst
28,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 7 a 10 anos,,,,
22,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Amazon Redshift, PostgreSQL, MongoDB, S3, Presto, Amazon Aurora ou RDS, DynamoDB, Amazon Athena, Hive",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
30,Masculino,Parda,Não,TRUE,Goiás (GO),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
27,Feminino,Preta,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,Databricks,Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
34,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,R,"Datomic, Databricks, S3",Google Cloud (GCP),Cientista de Dados/Data Scientist
37,Masculino,Branca,Não,TRUE,Bahia (BA),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SQL SERVER, MySQL, MongoDB, PostgreSQL, Firebird, Amazon Aurora ou RDS, S3, Oracle",Amazon Web Services (AWS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
24,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Química / Física,,,,,
41,Masculino,Preta,Não,TRUE,Pernambuco (PE),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"S3, Amazon Athena, DynamoDB, Splunk, Redis, Elaticsearch, MongoDB, SQLite, Google BigQuery, PostgreSQL, MySQL, Presto",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
24,Masculino,Branca,Não,TRUE,Goiás (GO),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"Oracle, Amazon Redshift, PostgreSQL",Amazon Web Services (AWS),Analista de Dados/Data Analyst
28,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias,,,,,
25,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,Google BigQuery,Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
27,Feminino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Databricks,Google Cloud (GCP),Outra Opção
18,Feminino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Química / Física,Não tenho experiência na área de dados,Python,"Google BigQuery, MySQL, Oracle, Splunk, PostgreSQL",Amazon Web Services (AWS),Analista de BI/BI Analyst
29,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,,,,,
25,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,Databricks,Azure (Microsoft),Analista de Dados/Data Analyst
22,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Scala,"MongoDB, Databricks",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
41,Feminino,Amarela,Não,TRUE,Distrito Federal (DF),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"Hive, DB2, MySQL",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
53,Masculino,Branca,Não,TRUE,Pará (PA),Estudante de Graduação,Outra opção,Mais de 10 anos,Python,Microsoft Access,Google Cloud (GCP),Outra Opção
36,Masculino,Amarela,Não,TRUE,Minas Gerais (MG),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"S3, MongoDB, MariaDB, Amazon Redshift, Amazon Athena, PostgreSQL",Amazon Web Services (AWS),Analista de Dados/Data Analyst
33,Masculino,Parda,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
22,Feminino,Preta,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SQL SERVER, MySQL",Não sei opinar,Analista de BI/BI Analyst
30,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Outra opção,,,,,
27,Masculino,Preta,Não,TRUE,São Paulo (SP),Estudante de Graduação,Outras Engenharias,de 1 a 2 anos,Python,SQL SERVER,Amazon Web Services (AWS),Analista de Dados/Data Analyst
26,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,,,,
39,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,,,,
33,Feminino,Parda,Sim,TRUE,Santa Catarina (SC),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Python,"Databricks, MySQL",Azure (Microsoft),Analista de Dados/Data Analyst
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
23,Feminino,Preta,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,SQL SERVER,Google Cloud (GCP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
32,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Nenhuma,"MySQL, SAP HANA, Google BigQuery, SQL SERVER",Google Cloud (GCP),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
26,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,Google BigQuery,Google Cloud (GCP),Cientista de Dados/Data Scientist
24,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Outras Engenharias,Menos de 1 ano,Python,SAP HANA,Azure (Microsoft),Cientista de Dados/Data Scientist
28,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 1 a 2 anos,Python,Amazon Athena,Azure (Microsoft),Cientista de Dados/Data Scientist
42,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,SQL SERVER,Amazon Web Services (AWS),Analista de BI/BI Analyst
41,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,R,"Google BigQuery, Cassandra, Amazon Athena, Databricks",Google Cloud (GCP),Cientista de Dados/Data Scientist
53,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Outras Engenharias,,,,,
39,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
36,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,de 3 a 4 anos,Python,PostgreSQL,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
26,Feminino,Branca,Não,TRUE,Ceará (CE),Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
24,Masculino,Branca,Não,TRUE,Ceará (CE),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 4 a 6 anos,Python,Hadoop,Amazon Web Services (AWS),Cientista de Dados/Data Scientist
32,Feminino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,,,,
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,Python,"MySQL, SQLite",Amazon Web Services (AWS),Analista de Dados/Data Analyst
21,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Menos de 1 ano,Python,SQL SERVER,Azure (Microsoft),Analista de BI/BI Analyst
25,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,C/C++/C#,"Oracle, SQL SERVER, Redis, Firebird",Azure (Microsoft),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
29,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Outras Engenharias,Menos de 1 ano,Python,"Google BigQuery, Snowflake",Google Cloud (GCP),Analista de Dados/Data Analyst
30,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,SQL SERVER,Azure (Microsoft),Cientista de Dados/Data Scientist
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 4 a 6 anos,Python,Snowflake,Amazon Web Services (AWS),Analista de Dados/Data Analyst
44,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"Microsoft Access, SQL Dbx",Não sei opinar,Analista de Negócios/Business Analyst
36,Feminino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Ciências Sociais,de 7 a 10 anos,R,"SAP HANA, Google BigQuery",Google Cloud (GCP),Analista de Negócios/Business Analyst
,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outra opção,Não tenho experiência na área de dados,Python,Não Utilizo nenhum,Amazon Web Services (AWS),Professor
35,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"Google Firestore, Elaticsearch, Redis, Google BigQuery, MySQL",Não sei opinar,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
25,Masculino,Branca,Não,TRUE,Mato Grosso (MT),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"MariaDB, Elaticsearch, MySQL, Google BigQuery",Google Cloud (GCP),Analista de Dados/Data Analyst
40,Masculino,Preta,Não,TRUE,São Paulo (SP),Pós-graduação,Outra opção,de 7 a 10 anos,Python,"Hive, SQLite, SQL SERVER, Microsoft Access, Teradata",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
